1559609526293, 1419939, 527, 393, 531
1559609526306, 1419953, 527, 391, 530
1559609526319, 1419966, 527, 389, 530
1559609526332, 1419979, 526, 387, 530
1559609526344, 1419993, 526, 387, 531
1559609526358, 1420005, 526, 388, 534
1559609526370, 1420018, 526, 392, 536
1559609526384, 1420032, 526, 391, 541
1559609526397, 1420045, 526, 394, 543
1559609526410, 1420058, 527, 395, 544
1559609526424, 1420070, 527, 396, 545
1559609526437, 1420084, 527, 396, 546
1559609526450, 1420097, 528, 397, 546
1559609526462, 1420110, 528, 399, 546
1559609526476, 1420124, 529, 399, 545
1559609526513, 1420136, 529, 401, 544
1559609526514, 1420149, 530, 402, 543
1559609526515, 1420163, 530, 404, 542
1559609526546, 1420176, 531, 404, 541
1559609526548, 1420189, 531, 405, 540
1559609526554, 1420201, 530, 406, 540
1559609526568, 1420215, 529, 406, 540
1559609526580, 1420228, 528, 405, 540
1559609526594, 1420241, 526, 405, 541
1559609526607, 1420255, 524, 404, 542
1559609526620, 1420267, 523, 403, 543
1559609526633, 1420280, 522, 402, 544
1559609526646, 1420294, 521, 400, 545
1559609526659, 1420307, 520, 399, 547
1559609526673, 1420320, 520, 398, 549
1559609526686, 1420333, 521, 398, 551
1559609526698, 1420346, 522, 398, 553
1559609526712, 1420359, 522, 399, 554
1559609526724, 1420372, 523, 400, 555
1559609526738, 1420386, 525, 400, 555
1559609526751, 1420398, 525, 401, 554
1559609526765, 1420411, 526, 403, 553
1559609526778, 1420425, 526, 403, 552
1559609526790, 1420438, 525, 403, 551
1559609526803, 1420451, 525, 404, 550
1559609526817, 1420464, 524, 406, 548
1559609526830, 1420477, 523, 406, 550
1559609526843, 1420490, 520, 406, 549
1559609526856, 1420504, 520, 406, 548
1559609526869, 1420517, 520, 408, 550
1559609526883, 1420529, 519, 410, 550
1559609526896, 1420542, 519, 410, 550
1559609526909, 1420556, 519, 413, 550
1559609526921, 1420569, 518, 412, 549
1559609526935, 1420582, 518, 412, 549
1559609526948, 1420595, 518, 412, 548
1559609526960, 1420608, 516, 410, 549
1559609526975, 1420621, 515, 407, 549
1559609526987, 1420635, 514, 405, 549
1559609527001, 1420648, 513, 401, 554
1559609527013, 1420660, 510, 398, 558
1559609527025, 1420674, 510, 398, 559
1559609527040, 1420687, 511, 401, 561
1559609527052, 1420700, 514, 406, 561
1559609527066, 1420713, 517, 410, 560
1559609527078, 1420726, 520, 413, 558
1559609527092, 1420739, 522, 414, 556
1559609527105, 1420752, 523, 413, 554
1559609527118, 1420766, 523, 411, 551
1559609527131, 1420779, 522, 407, 550
1559609527144, 1420791, 520, 405, 549
1559609527158, 1420805, 518, 403, 550
1559609527170, 1420818, 517, 402, 552
1559609527184, 1420831, 516, 404, 552
1559609527197, 1420845, 515, 401, 556
1559609527209, 1420857, 513, 402, 557
1559609527222, 1420870, 513, 401, 558
1559609527236, 1420883, 512, 401, 556
1559609527252, 1420897, 513, 402, 554
1559609527262, 1420910, 514, 402, 551
1559609527276, 1420922, 515, 401, 547
1559609527288, 1420936, 516, 400, 544
1559609527302, 1420949, 516, 399, 541
1559609527314, 1420962, 515, 399, 540
1559609527328, 1420976, 515, 399, 541
1559609527341, 1420988, 515, 400, 541
1559609527355, 1421001, 514, 399, 541
1559609527368, 1421015, 513, 398, 541
1559609527380, 1421028, 512, 397, 540
1559609527393, 1421041, 511, 396, 539
1559609527406, 1421053, 511, 395, 539
1559609527419, 1421067, 511, 394, 539
1559609527434, 1421080, 511, 394, 539
1559609527445, 1421093, 511, 395, 539
1559609527458, 1421107, 511, 395, 540
1559609527472, 1421119, 512, 397, 540
1559609527485, 1421132, 513, 399, 539
1559609527498, 1421146, 514, 401, 538
1559609527512, 1421159, 515, 401, 537
1559609527524, 1421172, 517, 402, 536
1559609527538, 1421185, 518, 401, 534
